Rooms,Bedroom2,Bathroom,Car,YearBuilt,Log_Price,Log_Landsize,Log_BuildingArea,Log_Distance
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-1.760959801232564,-1.7463834954234716,0.05959845792907178,-1.5105950937227726,-1.156258421520329,-2.1947767596259173
-0.26915402702544666,-0.24478007010757194,0.420137702834545,-1.760959801232564,-1.7463834954234716,0.7375932533741916,-1.7289082426534108,0.11591234824350864,-2.1947767596259173
0.847554966041689,-0.24478007010757194,-0.9476419740516087,0.23705722539588603,1.372263065027342,0.9095992998842549,-1.8872290020676814,0.006899314713023005,-2.1947767596259173
-0.26915402702544666,0.869564349813893,0.420137702834545,-1.760959801232564,-1.4728180076646282,1.2201295247753061,-0.861190224521301,0.7859455378049452,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,0.23705722539588603,-2.019948983182315,0.9530174445636839,-0.7979329861749473,-0.5552629615990677,-2.1947767596259173
-1.3858630200925823,-0.24478007010757194,-0.9476419740516087,0.23705722539588603,-1.7463834954234716,0.17312206364597793,-1.0161627791045462,-1.2589793988956541,-2.1947767596259173
-0.26915402702544666,-0.24478007010757194,0.420137702834545,0.23705722539588603,1.126054126044383,0.5780712722080997,-1.0559651057103323,0.5865152146898746,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,0.23705722539588603,-2.019948983182315,0.5193804232496654,-0.9029350587421565,-0.7498450278473106,-2.1947767596259173
-0.26915402702544666,-0.24478007010757194,0.420137702834545,-0.761951287918339,-2.293514470941158,0.3482384600545998,-1.9734027445260212,-0.5003932278202312,-2.1947767596259173
-0.26915402702544666,-1.359124490029037,-0.9476419740516087,-0.761951287918339,-2.019948983182315,0.30964591153166027,-1.6866845157737773,-0.5926962010734262,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-0.761951287918339,0.5789231505266964,-0.23492496171772204,-1.5669422185040938,-1.3123857639551602,-2.1947767596259173
0.847554966041689,0.869564349813893,0.420137702834545,0.23705722539588603,-1.7463834954234716,0.5489464981687734,0.8093612468194323,-0.09361167163063355,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,0.420137702834545,-0.761951287918339,1.3449065162514575,0.1784511247146232,-1.8401985185381884,-0.09361167163063355,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-1.760959801232564,-1.7463834954234716,0.5268140459722366,-1.5959611168361665,-1.0114276179895574,-2.1947767596259173
-0.26915402702544666,-0.24478007010757194,1.7879173797206986,-0.761951287918339,1.3175499674755733,0.7141435870312963,-1.421303776446702,0.41131108902571,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,0.420137702834545,0.23705722539588603,-1.1992525199057849,0.23957139385441267,-2.177410849016336,-0.1994350818546266,-2.1947767596259173
-0.26915402702544666,-0.24478007010757194,-0.9476419740516087,-0.761951287918339,-0.37855605662925507,0.4893594681811549,-1.4040885742515283,-0.2625149425848007,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-1.760959801232564,-1.7463834954234716,0.31544233592877613,-1.4563614911642977,-0.8763683600206958,-2.1947767596259173
-0.26915402702544666,-0.24478007010757194,0.420137702834545,-0.761951287918339,0.9345582846131927,0.34009095985869264,-1.8872290020676814,-0.1994350818546266,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-1.760959801232564,-1.7463834954234716,0.016710507660929904,-1.2890003712836293,-1.0825340225440705,-2.1947767596259173
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-0.761951287918339,-0.9256870321469417,0.05014893243277982,-1.3702610690206218,-1.1068085016132754,-2.1947767596259173
-0.26915402702544666,-0.24478007010757194,0.420137702834545,-0.761951287918339,1.4269761625791106,-0.34774961066815674,-0.555064887447663,0.9234792030119509,0.4911687844297237
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-0.761951287918339,-0.37855605662925507,-0.9945831006702648,-0.7105971710511191,-1.034850341178638,0.4911687844297237
-0.26915402702544666,-0.24478007010757194,0.420137702834545,0.23705722539588603,1.2354803211479204,-0.7035177745644479,-0.8968972215542235,-0.10839122213130441,0.4911687844297237
-0.26915402702544666,-1.359124490029037,-0.9476419740516087,-0.761951287918339,0.4421404066472748,-1.0043153993856344,-0.6182641174940435,-0.39496783409427777,0.4911687844297237
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-0.761951287918339,1.290193418699689,-1.3600833774420273,-1.4040885742515283,-0.9882756837946396,0.4911687844297237
3.0809729521759603,3.098253189656823,1.7879173797206986,0.23705722539588603,0.4421404066472748,-0.6350432978464438,1.1331506925713513,0.5441301404307611,0.4911687844297237
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-0.761951287918339,1.3996196138032262,-1.5656755616736673,-2.0119666273857604,-0.8982551352858654,0.4911687844297237
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-0.761951287918339,1.3449065162514575,-1.302404658622044,-1.655806618616327,-1.3123857639551602,0.4911687844297237
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-0.761951287918339,1.3175499674755733,-1.2463820158685792,-1.8872290020676814,-0.8121076594278908,0.4911687844297237
-0.26915402702544666,-0.24478007010757194,-0.9476419740516087,4.233091278652786,0.30535766276785314,-0.22399315214508897,1.2565054125886475,-0.12328065877446508,0.4911687844297237
-0.26915402702544666,-0.24478007010757194,-0.9476419740516087,-0.761951287918339,0.797775540733771,-0.5636938382135099,-0.7481592804688816,-0.16862493563764003,0.4911687844297237
-0.26915402702544666,-0.24478007010757194,0.420137702834545,0.23705722539588603,1.2354803211479204,-0.7035177745644479,-1.4299888470326014,-0.12328065877446508,0.4911687844297237
-0.26915402702544666,-0.24478007010757194,-0.9476419740516087,0.23705722539588603,-0.1049905688704118,-0.3711190247704498,1.125731179600474,-0.44698686276072325,0.4911687844297237
-1.3858630200925823,-1.359124490029037,-0.9476419740516087,-0.761951287918339,0.30535766276785314,-0.7744827679099583,0.4591107677523712,-0.6894599504466226,0.4911687844297237
-0.26915402702544666,-0.24478007010757194,0.420137702834545,3.234082765338561,-0.37855605662925507,0.07275138446205834,0.4591107677523712,0.41131108902571,0.4911687844297237
0.847554966041689,1.983908769735358,1.7879173797206986,2.235074252024336,0.4421404066472748,-0.5099490990332064,0.25417306605988293,1.5563818181879017,0.4911687844297237
-0.26915402702544666,-0.24478007010757194,1.7879173797206986,0.23705722539588603,0.4421404066472748,-0.4187146212210734,0.3179801772837518,0.6073760283541411,0.4911687844297237
